Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1996,Atlanta,Volleyball,Volleyball,"Costa, Marlenis",Cub,Women,Volleyball,Gold
1996,Atlanta,Volleyball,Volleyball,"Fernandez, Ana Ibis",Cub,Women,Volleyball,Gold
1996,Atlanta,Volleyball,Volleyball,"Francia, Mirka",Cub,Women,Volleyball,Gold
1996,Atlanta,Volleyball,Volleyball,"Gato, Idalmis",Cub,Women,Volleyball,Gold
1996,Atlanta,Volleyball,Volleyball,"Izquierdo, Lilia",Cub,Women,Volleyball,Gold
1996,Atlanta,Volleyball,Volleyball,"Luis, Alejandrina",Cub,Women,Volleyball,Gold
1996,Atlanta,Volleyball,Volleyball,"O'Farrill, Raisa",Cub,Women,Volleyball,Gold
1996,Atlanta,Volleyball,Volleyball,"Ruiz, Yumilka",Cub,Women,Volleyball,Gold
1996,Atlanta,Volleyball,Volleyball,"Torres, Regla",Cub,Women,Volleyball,Gold
1996,Atlanta,Volleyball,Volleyball,"Cui, Yong-Mei",Chn,Women,Volleyball,Silver
1996,Atlanta,Volleyball,Volleyball,"He, Qi",Chn,Women,Volleyball,Silver
1996,Atlanta,Volleyball,Volleyball,"Lai, Yawen",Chn,Women,Volleyball,Silver
1996,Atlanta,Volleyball,Volleyball,"Li, Yan",Chn,Women,Volleyball,Silver
1996,Atlanta,Volleyball,Volleyball,"Liu, Xiaoning",Chn,Women,Volleyball,Silver
1996,Atlanta,Volleyball,Volleyball,"Pan, Wenli",Chn,Women,Volleyball,Silver
1996,Atlanta,Volleyball,Volleyball,"Sun, Yue",Chn,Women,Volleyball,Silver
1996,Atlanta,Volleyball,Volleyball,"Wang, Lina",Chn,Women,Volleyball,Silver
1996,Atlanta,Volleyball,Volleyball,"Wang, Yi",Chn,Women,Volleyball,Silver
1996,Atlanta,Volleyball,Volleyball,"Wang, Ziling",Chn,Women,Volleyball,Silver
1996,Atlanta,Volleyball,Volleyball,"Wu, Yongmei",Chn,Women,Volleyball,Silver
1996,Atlanta,Volleyball,Volleyball,"Zhu, Yunying",Chn,Women,Volleyball,Silver
1996,Atlanta,Weightlifting,Weightlifting,"Minchev, Sevdalin",Bul,Men,"- 54Kg, Total (Flyweight)",Bronze
1996,Atlanta,Weightlifting,Weightlifting,"Mutlu, Halil",Tur,Men,"- 54Kg, Total (Flyweight)",Gold
1996,Atlanta,Weightlifting,Weightlifting,"Zhang, Xiangsen",Chn,Men,"- 54Kg, Total (Flyweight)",Silver
1996,Atlanta,Weightlifting,Weightlifting,"Botev, Stefan",Aus,Men,"+ 108Kg, Total (Super Heavyweight)",Bronze
1996,Atlanta,Weightlifting,Weightlifting,"Chemerkin, Andrey",Rus,Men,"+ 108Kg, Total (Super Heavyweight)",Gold
1996,Atlanta,Weightlifting,Weightlifting,"Weller, Ronny",Ger,Men,"+ 108Kg, Total (Super Heavyweight)",Silver
1996,Atlanta,Weightlifting,Weightlifting,"Pechalov, Nikolay",Bul,Men,"54 - 59Kg, Total (Bantamweight)",Bronze
1996,Atlanta,Weightlifting,Weightlifting,"Tang, Ningsheng",Chn,Men,"54 - 59Kg, Total (Bantamweight)",Gold
1996,Atlanta,Weightlifting,Weightlifting,"Sampanis, Leonidas",Gre,Men,"54 - 59Kg, Total (Bantamweight)",Silver
1996,Atlanta,Weightlifting,Weightlifting,"Xiao, Jiangang",Chn,Men,"59 - 64Kg, Total (Featherweight)",Bronze
1996,Atlanta,Weightlifting,Weightlifting,"Suleymanoglu, Naim",Tur,Men,"59 - 64Kg, Total (Featherweight)",Gold
1996,Atlanta,Weightlifting,Weightlifting,"Leonidis, Valerios",Gre,Men,"59 - 64Kg, Total (Featherweight)",Silver
1996,Atlanta,Weightlifting,Weightlifting,"Feri, Attila",Hun,Men,"64 - 70Kg, Total (Lightweight)",Bronze
1996,Atlanta,Weightlifting,Weightlifting,"Zhan, Xugang",Chn,Men,"64 - 70Kg, Total (Lightweight)",Gold
1996,Atlanta,Weightlifting,Weightlifting,"Kim, Myong Nam",Prk,Men,"64 - 70Kg, Total (Lightweight)",Silver
1996,Atlanta,Weightlifting,Weightlifting,"Jon, Chol Ho",Prk,Men,"70 - 76Kg, Total (Middleweight)",Bronze
1996,Atlanta,Weightlifting,Weightlifting,"Lara, Pablo",Cub,Men,"70 - 76Kg, Total (Middleweight)",Gold
1996,Atlanta,Weightlifting,Weightlifting,"Yotov, Yoto Vassilev",Bul,Men,"70 - 76Kg, Total (Middleweight)",Silver
1996,Atlanta,Weightlifting,Weightlifting,"Cofalik, Andrzej",Pol,Men,"76 - 83Kg, Total (Light-Heavyweight)",Bronze
1996,Atlanta,Weightlifting,Weightlifting,"Dimas, Pyrros",Gre,Men,"76 - 83Kg, Total (Light-Heavyweight)",Gold
1996,Atlanta,Weightlifting,Weightlifting,"Huster, Marc",Ger,Men,"76 - 83Kg, Total (Light-Heavyweight)",Silver
1996,Atlanta,Weightlifting,Weightlifting,"Caruso, Oliver",Ger,Men,"83 - 91Kg, Total (Middle-Heavyweight)",Bronze
1996,Atlanta,Weightlifting,Weightlifting,"Petrov, Aleksey",Rus,Men,"83 - 91Kg, Total (Middle-Heavyweight)",Gold
1996,Atlanta,Weightlifting,Weightlifting,"Kokas, Leonidas",Gre,Men,"83 - 91Kg, Total (Middle-Heavyweight)",Silver
1996,Atlanta,Weightlifting,Weightlifting,"Hordiychuk, Mykola",Ukr,Men,"91 - 99Kg, Total (First-Heavyweight)",Bronze
1996,Atlanta,Weightlifting,Weightlifting,"Kakiasvilis, Akakios",Gre,Men,"91 - 99Kg, Total (First-Heavyweight)",Gold
1996,Atlanta,Weightlifting,Weightlifting,"Khrapaty, Anatoli",Kaz,Men,"91 - 99Kg, Total (First-Heavyweight)",Silver
1996,Atlanta,Weightlifting,Weightlifting,"Vlad, Nicu",Rou,Men,"99 - 108Kg, Total (Heavyweight)",Bronze
1996,Atlanta,Weightlifting,Weightlifting,"Taimazov, Timour",Ukr,Men,"99 - 108Kg, Total (Heavyweight)",Gold
1996,Atlanta,Weightlifting,Weightlifting,"Syrtsov, Serguei",Rus,Men,"99 - 108Kg, Total (Heavyweight)",Silver
1996,Atlanta,Wrestling,Wrestling Free.,"Vila, Alexis",Cub,Men,- 48Kg (Light-Flyweight),Bronze
1996,Atlanta,Wrestling,Wrestling Free.,"Kim, Il",Prk,Men,- 48Kg (Light-Flyweight),Gold
1996,Atlanta,Wrestling,Wrestling Free.,"Mkrchyan, Armen",Arm,Men,- 48Kg (Light-Flyweight),Silver
1996,Atlanta,Wrestling,Wrestling Free.,"Baumgartner, Bruce Robert",Usa,Men,100 - 130Kg (Super Heavyweight),Bronze
1996,Atlanta,Wrestling,Wrestling Free.,"Demir, Mahmut",Tur,Men,100 - 130Kg (Super Heavyweight),Gold
1996,Atlanta,Wrestling,Wrestling Free.,"Medvedev, Aleksey",Blr,Men,100 - 130Kg (Super Heavyweight),Silver
1996,Atlanta,Wrestling,Wrestling Free.,"Mamyrov, Maulen",Kaz,Men,48 - 52Kg (Flyweight),Bronze
1996,Atlanta,Wrestling,Wrestling Free.,"Dimitrov, Valentin Yordanov",Bul,Men,48 - 52Kg (Flyweight),Gold
1996,Atlanta,Wrestling,Wrestling Free.,"Abdullayev, Namig",Aze,Men,48 - 52Kg (Flyweight),Silver
1996,Atlanta,Wrestling,Wrestling Free.,"Ri, Yong Sam",Prk,Men,52 - 57Kg (Bantamweight),Bronze
1996,Atlanta,Wrestling,Wrestling Free.,"Cross, Kendall Duane",Usa,Men,52 - 57Kg (Bantamweight),Gold
1996,Atlanta,Wrestling,Wrestling Free.,"Sissaouri, Giuvi",Can,Men,52 - 57Kg (Bantamweight),Silver
1996,Atlanta,Wrestling,Wrestling Free.,"Tedeyev, Elbrus",Ukr,Men,57 - 62Kg (Featherweight),Bronze
1996,Atlanta,Wrestling,Wrestling Free.,"Brands, Tom",Usa,Men,57 - 62Kg (Featherweight),Gold
1996,Atlanta,Wrestling,Wrestling Free.,"Jang, Jae-Sung",Kor,Men,57 - 62Kg (Featherweight),Silver
1996,Atlanta,Wrestling,Wrestling Free.,"Zozirov, Zaza",Ukr,Men,62 - 68Kg (Lightweight),Bronze
1996,Atlanta,Wrestling,Wrestling Free.,"Bogiyev, Vadim",Rus,Men,62 - 68Kg (Lightweight),Gold
1996,Atlanta,Wrestling,Wrestling Free.,"Saunders, Townsend",Usa,Men,62 - 68Kg (Lightweight),Silver
1996,Atlanta,Wrestling,Wrestling Free.,"Ota, Takuya",Jpn,Men,68 - 74Kg (Welterweight),Bronze
1996,Atlanta,Wrestling,Wrestling Free.,"Saytiev, Buvaysa",Rus,Men,68 - 74Kg (Welterweight),Gold
1996,Atlanta,Wrestling,Wrestling Free.,"Park, Jang-Soon",Kor,Men,68 - 74Kg (Welterweight),Silver
1996,Atlanta,Wrestling,Wrestling Free.,"Khadem Azghadi, Amir Reza",Iri,Men,74 - 82Kg (Middleweight),Bronze
1996,Atlanta,Wrestling,Wrestling Free.,"Magomedov, Khadzhimurad",Rus,Men,74 - 82Kg (Middleweight),Gold
1996,Atlanta,Wrestling,Wrestling Free.,"Yang, Hyun-Mo",Kor,Men,74 - 82Kg (Middleweight),Silver
1996,Atlanta,Wrestling,Wrestling Free.,"Kurtanidze, Eldari",Geo,Men,82 - 90Kg (Light-Heavyweight),Bronze
1996,Atlanta,Wrestling,Wrestling Free.,"Khadem Azghadi, Rasul",Iri,Men,82 - 90Kg (Light-Heavyweight),Gold
1996,Atlanta,Wrestling,Wrestling Free.,"Khadartsev, Makharbek",Rus,Men,82 - 90Kg (Light-Heavyweight),Silver
1996,Atlanta,Wrestling,Wrestling Free.,"Sabejew, Arawat",Ger,Men,90 - 100Kg (Heavyweight),Bronze
1996,Atlanta,Wrestling,Wrestling Free.,"Angle, Kurt",Usa,Men,90 - 100Kg (Heavyweight),Gold
1996,Atlanta,Wrestling,Wrestling Free.,"Jadidi, Abbas",Iri,Men,90 - 100Kg (Heavyweight),Silver
1996,Atlanta,Wrestling,Wrestling Gre-R,"Gulyov, Zafar",Rus,Men,- 48Kg (Light-Flyweight),Bronze
1996,Atlanta,Wrestling,Wrestling Gre-R,"Sim, Kwon-Ho",Kor,Men,- 48Kg (Light-Flyweight),Gold
1996,Atlanta,Wrestling,Wrestling Gre-R,"Pavlov, Aleksandr",Blr,Men,- 48Kg (Light-Flyweight),Silver
1996,Atlanta,Wrestling,Wrestling Gre-R,"Moureiko, Serguei",Mda,Men,100 - 130Kg (Super Heavyweight),Bronze
1996,Atlanta,Wrestling,Wrestling Gre-R,"Karelin, Aleksandr",Rus,Men,100 - 130Kg (Super Heavyweight),Gold
1996,Atlanta,Wrestling,Wrestling Gre-R,"Ghaffari, Siamak",Usa,Men,100 - 130Kg (Super Heavyweight),Silver
1996,Atlanta,Wrestling,Wrestling Gre-R,"Kalashnikov, Andriy",Ukr,Men,48 - 52Kg (Flyweight),Bronze
1996,Atlanta,Wrestling,Wrestling Gre-R,"Nazaryan, Armen",Arm,Men,48 - 52Kg (Flyweight),Gold
1996,Atlanta,Wrestling,Wrestling Gre-R,"Paulson, Brandon",Usa,Men,48 - 52Kg (Flyweight),Silver
1996,Atlanta,Wrestling,Wrestling Gre-R,"Sheng, Zetian",Chn,Men,52 - 57Kg (Bantamweight),Bronze
1996,Atlanta,Wrestling,Wrestling Gre-R,"Melnichenko, Yuriy",Kaz,Men,52 - 57Kg (Bantamweight),Gold
1996,Atlanta,Wrestling,Wrestling Gre-R,"Hall, Dennis",Usa,Men,52 - 57Kg (Bantamweight),Silver
1996,Atlanta,Wrestling,Wrestling Gre-R,"Pirim, Akif",Tur,Men,57 - 62Kg (Featherweight),Bronze
1996,Atlanta,Wrestling,Wrestling Gre-R,"Zawadzki, Wlodzimierz",Pol,Men,57 - 62Kg (Featherweight),Gold
1996,Atlanta,Wrestling,Wrestling Gre-R,"Maren, Juan Luis",Cub,Men,57 - 62Kg (Featherweight),Silver
1996,Atlanta,Wrestling,Wrestling Gre-R,"Tretyakov, Aleksandr",Rus,Men,62 - 68Kg (Lightweight),Bronze
1996,Atlanta,Wrestling,Wrestling Gre-R,"Wolny, Ryszard",Pol,Men,62 - 68Kg (Lightweight),Gold
1996,Atlanta,Wrestling,Wrestling Gre-R,"Yolouz, Ghani",Fra,Men,62 - 68Kg (Lightweight),Silver
1996,Atlanta,Wrestling,Wrestling Gre-R,"Tracz, Jozef",Pol,Men,68 - 74Kg (Welterweight),Bronze
1996,Atlanta,Wrestling,Wrestling Gre-R,"Ascuy Aguilera, Feliberto",Cub,Men,68 - 74Kg (Welterweight),Gold
1996,Atlanta,Wrestling,Wrestling Gre-R,"Asell, Marko",Fin,Men,68 - 74Kg (Welterweight),Silver
1996,Atlanta,Wrestling,Wrestling Gre-R,"Tsilent, Valeriy",Blr,Men,74 - 82Kg (Middleweight),Bronze
1996,Atlanta,Wrestling,Wrestling Gre-R,"Yerlikaya, Hamza",Tur,Men,74 - 82Kg (Middleweight),Gold
1996,Atlanta,Wrestling,Wrestling Gre-R,"Zander, Thomas",Ger,Men,74 - 82Kg (Middleweight),Silver
1996,Atlanta,Wrestling,Wrestling Gre-R,"Bullmann, Maik",Ger,Men,82 - 90Kg (Light-Heavyweight),Bronze
1996,Atlanta,Wrestling,Wrestling Gre-R,"Oleynyk, Vyacheslav",Ukr,Men,82 - 90Kg (Light-Heavyweight),Gold
1996,Atlanta,Wrestling,Wrestling Gre-R,"Fafinski, Jacek",Pol,Men,82 - 90Kg (Light-Heavyweight),Silver
1996,Atlanta,Wrestling,Wrestling Gre-R,"Ljungberg, Mikael",Swe,Men,90 - 100Kg (Heavyweight),Bronze
1996,Atlanta,Wrestling,Wrestling Gre-R,"Wronski, Andrzej",Pol,Men,90 - 100Kg (Heavyweight),Gold
1996,Atlanta,Wrestling,Wrestling Gre-R,"Lishtvan, Sergey",Blr,Men,90 - 100Kg (Heavyweight),Silver
2000,Sydney,Aquatics,Diving,"Sautin, Dmitry",Rus,Men,10M Platform,Bronze
2000,Sydney,Aquatics,Diving,"Tian, Liang",Chn,Men,10M Platform,Gold
2000,Sydney,Aquatics,Diving,"Hu, Jia",Chn,Men,10M Platform,Silver
2000,Sydney,Aquatics,Diving,"Montminy, Anne Katherine",Can,Women,10M Platform,Bronze
2000,Sydney,Aquatics,Diving,"Wilkinson, Laura",Usa,Women,10M Platform,Gold
2000,Sydney,Aquatics,Diving,"Li, Na",Chn,Women,10M Platform,Silver
2000,Sydney,Aquatics,Diving,"Sautin, Dmitry",Rus,Men,3M Springboard,Bronze
2000,Sydney,Aquatics,Diving,"Xiong, Ni",Chn,Men,3M Springboard,Gold
2000,Sydney,Aquatics,Diving,"Platas, Fernando",Mex,Men,3M Springboard,Silver
2000,Sydney,Aquatics,Diving,"Lindner, Doerte",Ger,Women,3M Springboard,Bronze
2000,Sydney,Aquatics,Diving,"Fu, Mingxia",Chn,Women,3M Springboard,Gold
2000,Sydney,Aquatics,Diving,"Guo, Jingjing",Chn,Women,3M Springboard,Silver
2000,Sydney,Aquatics,Diving,"Hempel, Jan",Ger,Men,Synchronized Diving 10M Platform,Bronze
2000,Sydney,Aquatics,Diving,"Meyer, Heiko",Ger,Men,Synchronized Diving 10M Platform,Bronze
2000,Sydney,Aquatics,Diving,"Loukachine, Igor",Rus,Men,Synchronized Diving 10M Platform,Gold
2000,Sydney,Aquatics,Diving,"Sautin, Dmitry",Rus,Men,Synchronized Diving 10M Platform,Gold
2000,Sydney,Aquatics,Diving,"Hu, Jia",Chn,Men,Synchronized Diving 10M Platform,Silver
2000,Sydney,Aquatics,Diving,"Tian, Liang",Chn,Men,Synchronized Diving 10M Platform,Silver
2000,Sydney,Aquatics,Diving,"Gilmore, Rebecca",Aus,Women,Synchronized Diving 10M Platform,Bronze
2000,Sydney,Aquatics,Diving,"Tourky, Loudy",Aus,Women,Synchronized Diving 10M Platform,Bronze
2000,Sydney,Aquatics,Diving,"Li, Na",Chn,Women,Synchronized Diving 10M Platform,Gold
2000,Sydney,Aquatics,Diving,"Sang, Xue",Chn,Women,Synchronized Diving 10M Platform,Gold
2000,Sydney,Aquatics,Diving,"Heymans, Emilie",Can,Women,Synchronized Diving 10M Platform,Silver
2000,Sydney,Aquatics,Diving,"Montminy, Anne Katherine",Can,Women,Synchronized Diving 10M Platform,Silver
2000,Sydney,Aquatics,Diving,"Newbery, Robert",Aus,Men,Synchronized Diving 3M Springboard,Bronze
2000,Sydney,Aquatics,Diving,"Pullar, Dean",Aus,Men,Synchronized Diving 3M Springboard,Bronze
2000,Sydney,Aquatics,Diving,"Xiao, Hailiang",Chn,Men,Synchronized Diving 3M Springboard,Gold
2000,Sydney,Aquatics,Diving,"Xiong, Ni",Chn,Men,Synchronized Diving 3M Springboard,Gold
2000,Sydney,Aquatics,Diving,"Dobroskok, Alexandre",Rus,Men,Synchronized Diving 3M Springboard,Silver
2000,Sydney,Aquatics,Diving,"Sautin, Dmitry",Rus,Men,Synchronized Diving 3M Springboard,Silver
2000,Sydney,Aquatics,Diving,"Sorokina, Ganna",Ukr,Women,Synchronized Diving 3M Springboard,Bronze
2000,Sydney,Aquatics,Diving,"Zhupina, Olena",Ukr,Women,Synchronized Diving 3M Springboard,Bronze
2000,Sydney,Aquatics,Diving,"Ilyina, Vera",Rus,Women,Synchronized Diving 3M Springboard,Gold
2000,Sydney,Aquatics,Diving,"Pakhalina, Ioulia",Rus,Women,Synchronized Diving 3M Springboard,Gold
2000,Sydney,Aquatics,Diving,"Fu, Mingxia",Chn,Women,Synchronized Diving 3M Springboard,Silver
2000,Sydney,Aquatics,Diving,"Guo, Jingjing",Chn,Women,Synchronized Diving 3M Springboard,Silver
2000,Sydney,Aquatics,Swimming,"Theloke, Stev",Ger,Men,100M Backstroke,Bronze
2000,Sydney,Aquatics,Swimming,"Krayzelburg, Lenny",Usa,Men,100M Backstroke,Gold
2000,Sydney,Aquatics,Swimming,"Welsh, Matthew",Aus,Men,100M Backstroke,Silver
2000,Sydney,Aquatics,Swimming,"Zhivanevskaya, Nina Alexandrovna",Esp,Women,100M Backstroke,Bronze
2000,Sydney,Aquatics,Swimming,"Mocanu, Diana",Rou,Women,100M Backstroke,Gold
2000,Sydney,Aquatics,Swimming,"Nakamura, Mai",Jpn,Women,100M Backstroke,Silver
2000,Sydney,Aquatics,Swimming,"Sludnov, Roman",Rus,Men,100M Breaststroke,Bronze
2000,Sydney,Aquatics,Swimming,"Fioravanti, Domenico",Ita,Men,100M Breaststroke,Gold
2000,Sydney,Aquatics,Swimming,"Moses, Ed",Usa,Men,100M Breaststroke,Silver
2000,Sydney,Aquatics,Swimming,"Heyns, Penelope",Rsa,Women,100M Breaststroke,Bronze
2000,Sydney,Aquatics,Swimming,"Quann, Megan",Usa,Women,100M Breaststroke,Gold
2000,Sydney,Aquatics,Swimming,"Jones, Leisel",Aus,Women,100M Breaststroke,Silver
2000,Sydney,Aquatics,Swimming,"Huegill, Geoff",Aus,Men,100M Butterfly,Bronze
2000,Sydney,Aquatics,Swimming,"Frolander, Lars",Swe,Men,100M Butterfly,Gold
2000,Sydney,Aquatics,Swimming,"Klim, Michael",Aus,Men,100M Butterfly,Silver
2000,Sydney,Aquatics,Swimming,"Torres, Dara",Usa,Women,100M Butterfly,Bronze
2000,Sydney,Aquatics,Swimming,"De Bruijn, Inge",Ned,Women,100M Butterfly,Gold
2000,Sydney,Aquatics,Swimming,"Moravcova, Martina",Svk,Women,100M Butterfly,Silver
2000,Sydney,Aquatics,Swimming,"Hall, Gary Jr.",Usa,Men,100M Freestyle,Bronze
2000,Sydney,Aquatics,Swimming,"Van Den Hoogenband, Pieter",Ned,Men,100M Freestyle,Gold
2000,Sydney,Aquatics,Swimming,"Popov, Alexander",Rus,Men,100M Freestyle,Silver
2000,Sydney,Aquatics,Swimming,"Thompson, Jenny",Usa,Women,100M Freestyle,Bronze
2000,Sydney,Aquatics,Swimming,"Torres, Dara",Usa,Women,100M Freestyle,Bronze
2000,Sydney,Aquatics,Swimming,"De Bruijn, Inge",Ned,Women,100M Freestyle,Gold
2000,Sydney,Aquatics,Swimming,"Alshammar, Therese",Swe,Women,100M Freestyle,Silver
2000,Sydney,Aquatics,Swimming,"Thompson, Chris",Usa,Men,1500M Freestyle,Bronze
2000,Sydney,Aquatics,Swimming,"Hackett, Grant",Aus,Men,1500M Freestyle,Gold
2000,Sydney,Aquatics,Swimming,"Perkins, Kieren John",Aus,Men,1500M Freestyle,Silver
2000,Sydney,Aquatics,Swimming,"Welsh, Matthew",Aus,Men,200M Backstroke,Bronze
2000,Sydney,Aquatics,Swimming,"Krayzelburg, Lenny",Usa,Men,200M Backstroke,Gold
2000,Sydney,Aquatics,Swimming,"Peirsol, Aaron",Usa,Men,200M Backstroke,Silver
2000,Sydney,Aquatics,Swimming,"Nakao, Miki",Jpn,Women,200M Backstroke,Bronze
2000,Sydney,Aquatics,Swimming,"Mocanu, Diana",Rou,Women,200M Backstroke,Gold
2000,Sydney,Aquatics,Swimming,"Maracineanu, Roxana",Fra,Women,200M Backstroke,Silver
2000,Sydney,Aquatics,Swimming,"Rummolo, Davide",Ita,Men,200M Breaststroke,Bronze
2000,Sydney,Aquatics,Swimming,"Fioravanti, Domenico",Ita,Men,200M Breaststroke,Gold
2000,Sydney,Aquatics,Swimming,"Parkin, Terence",Rsa,Men,200M Breaststroke,Silver
2000,Sydney,Aquatics,Swimming,"Beard, Amanda",Usa,Women,200M Breaststroke,Bronze
2000,Sydney,Aquatics,Swimming,"Kovacs, Agnes",Hun,Women,200M Breaststroke,Gold
2000,Sydney,Aquatics,Swimming,"Kowal, Kristy",Usa,Women,200M Breaststroke,Silver
2000,Sydney,Aquatics,Swimming,"Norris, Justin",Aus,Men,200M Butterfly,Bronze
2000,Sydney,Aquatics,Swimming,"Malchow, Tom",Usa,Men,200M Butterfly,Gold
2000,Sydney,Aquatics,Swimming,"Sylantyev, Denys",Ukr,Men,200M Butterfly,Silver
2000,Sydney,Aquatics,Swimming,"Thomas, Petria",Aus,Women,200M Butterfly,Bronze
2000,Sydney,Aquatics,Swimming,"Hyman, Misty",Usa,Women,200M Butterfly,Gold
2000,Sydney,Aquatics,Swimming,"O'Neill, Susan",Aus,Women,200M Butterfly,Silver
2000,Sydney,Aquatics,Swimming,"Rosolino, Massimiliano",Ita,Men,200M Freestyle,Bronze
2000,Sydney,Aquatics,Swimming,"Van Den Hoogenband, Pieter",Ned,Men,200M Freestyle,Gold
2000,Sydney,Aquatics,Swimming,"Thorpe, Ian",Aus,Men,200M Freestyle,Silver
2000,Sydney,Aquatics,Swimming,"Poll Ahrens, Claudia",Crc,Women,200M Freestyle,Bronze
2000,Sydney,Aquatics,Swimming,"O'Neill, Susan",Aus,Women,200M Freestyle,Gold
2000,Sydney,Aquatics,Swimming,"Moravcova, Martina",Svk,Women,200M Freestyle,Silver
2000,Sydney,Aquatics,Swimming,"Wilkens, Tom",Usa,Men,200M Individual Medley,Bronze
2000,Sydney,Aquatics,Swimming,"Rosolino, Massimiliano",Ita,Men,200M Individual Medley,Gold
2000,Sydney,Aquatics,Swimming,"Dolan, Tom",Usa,Men,200M Individual Medley,Silver
2000,Sydney,Aquatics,Swimming,"Teuscher, Cristina",Usa,Women,200M Individual Medley,Bronze
2000,Sydney,Aquatics,Swimming,"Klochkova, Yana",Ukr,Women,200M Individual Medley,Gold
2000,Sydney,Aquatics,Swimming,"Caslaru, Beatrice",Rou,Women,200M Individual Medley,Silver
2000,Sydney,Aquatics,Swimming,"Keller, Klete",Usa,Men,400M Freestyle,Bronze
2000,Sydney,Aquatics,Swimming,"Thorpe, Ian",Aus,Men,400M Freestyle,Gold
2000,Sydney,Aquatics,Swimming,"Rosolino, Massimiliano",Ita,Men,400M Freestyle,Silver
2000,Sydney,Aquatics,Swimming,"Poll Ahrens, Claudia",Crc,Women,400M Freestyle,Bronze
2000,Sydney,Aquatics,Swimming,"Bennett, Brooke",Usa,Women,400M Freestyle,Gold
2000,Sydney,Aquatics,Swimming,"Munz, Diana",Usa,Women,400M Freestyle,Silver
2000,Sydney,Aquatics,Swimming,"Myden, Curtis Allen",Can,Men,400M Individual Medley,Bronze
2000,Sydney,Aquatics,Swimming,"Dolan, Tom",Usa,Men,400M Individual Medley,Gold
2000,Sydney,Aquatics,Swimming,"Vendt, Erik",Usa,Men,400M Individual Medley,Silver
2000,Sydney,Aquatics,Swimming,"Caslaru, Beatrice",Rou,Women,400M Individual Medley,Bronze
2000,Sydney,Aquatics,Swimming,"Klochkova, Yana",Ukr,Women,400M Individual Medley,Gold
2000,Sydney,Aquatics,Swimming,"Tajima, Yasuko",Jpn,Women,400M Individual Medley,Silver
2000,Sydney,Aquatics,Swimming,"Borges, Gustavo",Bra,Men,4X100M Freestyle Relay,Bronze
2000,Sydney,Aquatics,Swimming,"Jayme, Carlos",Bra,Men,4X100M Freestyle Relay,Bronze
2000,Sydney,Aquatics,Swimming,"Scherer, Fernando",Bra,Men,4X100M Freestyle Relay,Bronze
2000,Sydney,Aquatics,Swimming,"Silva Filho, Edvaldo",Bra,Men,4X100M Freestyle Relay,Bronze
2000,Sydney,Aquatics,Swimming,"Callus, Ashley",Aus,Men,4X100M Freestyle Relay,Gold
2000,Sydney,Aquatics,Swimming,"Fydler, Christopher John",Aus,Men,4X100M Freestyle Relay,Gold
2000,Sydney,Aquatics,Swimming,"Klim, Michael",Aus,Men,4X100M Freestyle Relay,Gold
2000,Sydney,Aquatics,Swimming,"Pearson, Todd",Aus,Men,4X100M Freestyle Relay,Gold
2000,Sydney,Aquatics,Swimming,"Pine, Adam",Aus,Men,4X100M Freestyle Relay,Gold
2000,Sydney,Aquatics,Swimming,"Thorpe, Ian",Aus,Men,4X100M Freestyle Relay,Gold
2000,Sydney,Aquatics,Swimming,"Davis, Josh",Usa,Men,4X100M Freestyle Relay,Silver
2000,Sydney,Aquatics,Swimming,"Ervin, Anthony",Usa,Men,4X100M Freestyle Relay,Silver
2000,Sydney,Aquatics,Swimming,"Hall, Gary Jr.",Usa,Men,4X100M Freestyle Relay,Silver
2000,Sydney,Aquatics,Swimming,"Lezak, Jason",Usa,Men,4X100M Freestyle Relay,Silver
2000,Sydney,Aquatics,Swimming,"Tucker, Scott",Usa,Men,4X100M Freestyle Relay,Silver
2000,Sydney,Aquatics,Swimming,"Walker, Neil",Usa,Men,4X100M Freestyle Relay,Silver
2000,Sydney,Aquatics,Swimming,"Alshammar, Therese",Swe,Women,4X100M Freestyle Relay,Bronze
2000,Sydney,Aquatics,Swimming,"Johncke, Louise",Swe,Women,4X100M Freestyle Relay,Bronze
2000,Sydney,Aquatics,Swimming,"Kammerling, Anna-Karin",Swe,Women,4X100M Freestyle Relay,Bronze
2000,Sydney,Aquatics,Swimming,"Lillhage, Josefin",Swe,Women,4X100M Freestyle Relay,Bronze
2000,Sydney,Aquatics,Swimming,"Sjoberg, Johanna",Swe,Women,4X100M Freestyle Relay,Bronze
2000,Sydney,Aquatics,Swimming,"Svahnstrom, Malin",Swe,Women,4X100M Freestyle Relay,Bronze
2000,Sydney,Aquatics,Swimming,"Phenix, Erin Ashley",Usa,Women,4X100M Freestyle Relay,Gold
2000,Sydney,Aquatics,Swimming,"Shealy, Courtney",Usa,Women,4X100M Freestyle Relay,Gold
2000,Sydney,Aquatics,Swimming,"Tappin, Ashley T",Usa,Women,4X100M Freestyle Relay,Gold
2000,Sydney,Aquatics,Swimming,"Thompson, Jenny",Usa,Women,4X100M Freestyle Relay,Gold
2000,Sydney,Aquatics,Swimming,"Torres, Dara",Usa,Women,4X100M Freestyle Relay,Gold
2000,Sydney,Aquatics,Swimming,"Van Dyken, Amy",Usa,Women,4X100M Freestyle Relay,Gold
